 url,relevance,start_year,end_year,policy_name,local_government,state,code,excluded,number,declared
https://www.kingborough.tas.gov.au/wp-content/uploads/2019/05/Policy-6.13-Climate-Change.pdf,1,2021,2024,Climate Change Policy,Kingsborough Council ,TAS,Kingsborough ,,110,08/07/19
https://www.latrobe.tas.gov.au/__data/assets/pdf_file/0022/367123/LC-Corporate-Climate-Change-Adaptation-Plan.pdf,1,2013,,Corporate Climate Change Adaptation Plan,Latrobe Council,TAS,Latrobe ,,111,
https://www.sorell.tas.gov.au/wp-content/uploads/2021/09/Sorell-Council-Climate-Change-Adaptation-Plan-2012-1.pdf,1,2012,,Sorell Council Climate Change Adaptation Plan,Sorell Council,TAS,Sorell ,,112,
http://stca.tas.gov.au/wp-content/uploads/2019/12/SORELL-community-energy-and-GHG-footprint.pdf,1,2019,,COMMUNITY ENERGY USE AND GREENHOUSE GAS FOOTPRINT,Sorell Council,TAS,Sorell ,,113,
https://www.southernmidlands.tas.gov.au/assets/Climate_Change_and_EF_SMC_Climate_Change_Adaptation_Plan_2020.pdf,1,2020,,Climate Change Adaptation Plan,Southern Midlands Council,TAS,SouthernMidlands,,114,
https://www.southernmidlands.tas.gov.au/assets/CCAEE_Climate_Change_Action_Plan_2020_approved_October_2020.pdf,1,2020,,Climate Change Action Plan,Southern Midlands Council,TAS,SouthernMidlands,,115,
https://www.southernmidlands.tas.gov.au/assets/Other_Documents_Southern_Midlands_Community_Energy_Use_and_Greenhouse_Gas_Footprint.pdf,1,2018,,COMMUNITY ENERGY USE AND GREENHOUSE GAS FOOTPRINT PRELIMINARY FINDINGS AUGUST 2018,Southern Midlands Council,TAS,SouthernMidlands,,116,
https://www.tasman.tas.gov.au/download/strategic_plans/Climate-Change-Strategy-2020.pdf,1,2020,,"Climate Change Strategy - Mitigation, Adaptation, Resilience",Tasman Council,TAS,Tasman ,,117,
https://www.tasman.tas.gov.au/download/policies/C-012-Climate-Change-Adaptation-and-Mitigation-Policy_2.pdf,1,2020,,CLIMATE CHANGE ADAPTATION & MITIGATION POLICY,Tasman Council,TAS,Tasman ,,118,
https://www.alpineshire.vic.gov.au/sites/default/files/resources/ASC%20Climate%20Action%20Plan.pdf,1,2021,2024,"CLIMATE
ACTION PLAN
2021-2024",Alpine Shire,VIC,Alpine ,,119,09/11/21
https://www.alpineshire.vic.gov.au/sites/default/files/resources/ASC%20Climate%20Action%20Position%20Statement.pdf,1,2021,2024,CLIMATE ACTION POSITION STATEMENT 2021-2024,Alpine Shire,VIC,Alpine ,,120,09/11/21
https://www.alpineshire.vic.gov.au/sites/default/files/resources/ASC%20Climate%20Action%20Plan.pdf,1,2021,2024,CLIMATE ACTION PLAN 2021-2024,Alpine Shire Council,VIC,Alpine ,deleted,121,
https://d2n3eh1td3vwdm.cloudfront.net/general-downloads/Sustainable-Environment/Climate-Change/BASS-COAST_Climate-Change-Action-Plan-Factsheet-1_v2-PRESS.pdf,1,,,"Bass Coast Climate
Change Action Plan",Bass Coast Shire,VIC,BassCoast,,122,21/08/19
https://www.climatechange.vic.gov.au/__data/assets/pdf_file/0028/91891/2017_Bass-Coast_adaptation-gov_asset-management.pdf,1,,,"Bass Coast Shire Council
Leading in Asset Management Planning for Climate Change",Bass Coast Shire,VIC,BassCoast,,123,21/08/19
https://d2n3eh1td3vwdm.cloudfront.net/general-downloads/Sustainable-Environment/Climate-Change/Climate-Change-Action-Plan-2020-2030.pdf,1,2020,2030,Climate Change Action Plan,Bass Coast Shire,VIC,BassCoast,,124,21/08/19
https://www.benalla.vic.gov.au/files/assets/public/all-pdfs/information-final-climate-chanage-adaptation-action-plan-final-15112012.pdf,1,2013,2025,"Climate Change Adaptation
Action Plan 2013-2025",Benalla Rural City,VIC,Benalla ,,125,
https://www.queenscliffe.vic.gov.au/files/assets/public/documents/your-council/projects/climate-emergency-response-plan/borough-of-queenscliff-climate-emergency-response-plan-final-2021.pdf,1,2021,2031,"Climate Emergency
Response Plan
2021-2031",Borough of Queenscliffe,VIC,Queenscliffe,,126,19/12/19
https://www.queenscliffe.vic.gov.au/files/assets/public/documents/your-council/projects/climate-emergency-response-plan/cerp_boq_background_document.pdf,1,2020,,"Background document
For the Borough of Queenscliffe Climate Emergency Response Plan
Community Panel workshops ",Borough of Queenscliffe,VIC,Queenscliffe,,127,19/12/19
https://www.campaspe.vic.gov.au/files/assets/public/strategies-and-plans/environment-strategy.pdf,1,2018,2022,"Environment
Strategy
2018-22",Campaspe Shire,VIC,Campaspe ,,128,
https://www.stonnington.vic.gov.au/files/assets/public/community/sustainability/climate-emergency-action-plan-2021-2024.pdf,1,2021,2024,Towards Zero Carbon 2030: Our Climate Emergency Action Plan 2021-2024,City of Stonnington,VIC,Stonnington ,deleted,129,
https://www.frankston.vic.gov.au/files/assets/public/environment-and-waste/environment/pdfs/towards_zero_emissions_plan_a4_booklet_for_web_2019.pdf,1,2019,2023,Towards Zero Emissions Plan,Frankston City,VIC,Frankston ,,130,18/11/19
https://www.frankston.vic.gov.au/files/assets/public/environment-and-waste/environment/energy-and-climate/pdfs/climate_change_impacts_and_adaptation_plan.pdf,1,2011,,Climate change impacts and adaptation plan,Frankston City,VIC,Frankston ,,131,18/11/19
https://www.indigoshire.vic.gov.au/files/assets/public/environment/indigo-climate-change-adaptation-action-plan.pdf,1,2017,2021,Climate change adaptation action plan (2017-2021),Indigo Shire,VIC,Indigo ,,132,30/07/19
https://www.indigoshire.vic.gov.au/files/assets/public/environment/indigo-climate-change-adaptation-action-plan.pdf,1,2017,2021,Climate change adaptation action plan,Indigo Shire Council,VIC,Indigo ,deleted,133,
https://www.kingston.vic.gov.au/files/sharedassets/public/hptrim/environmental-management-climate-change-climate-change-strategy/climate-change-strategy-2018-2025.pdf,1,2018,2025,Climate Change Strategy,Kingston City,VIC,Kingston ,,134,28/01/20
https://www.kingston.vic.gov.au/files/sharedassets/public/hptrim/environmental-management-climate-change-climate-and-ecological-emergency/climate-and-ecological-emergency-response-plan.pdf,1,2021,,"CLIMATE & ECOLOGICAL
EMERGENCY RESPONSE PLAN",Kingston City,VIC,Kingston ,,135,28/01/20
https://www.kingston.vic.gov.au/files/sharedassets/public/hptrim/environmental-management-climate-change-urban-cooling-strategy-2020/urban-cooling-strategy-final.pdf,1,2020,,Creating a Cool Kingston,Kingston City,VIC,Kingston ,,136,28/01/20
https://www.knox.vic.gov.au/sites/default/files/2021-09/Knox%20Climate%20Response%20Plan%202021-2031_1.pdf,1,2021,2031,Climate response plan,Knox City,VIC,Knox ,,137,27/09/21
https://www.mrsc.vic.gov.au/files/assets/public/strategies-amp-plans/cool-changes-final-sustainable-malmsbury-action-plan.pdf,1,,,"SUSTAINABLE MALMSBURY
ACTION PLAN",Macedon Ranges Shire,VIC,Macedon ,,138,24/03/21
https://www.mrsc.vic.gov.au/files/assets/public/live-amp-work/environment/cool-changes-3442-woodend-region-climate-action-plan-final-post-exhibition-jan-2021-d21-4132.pdf,1,2020,,Cool Changes Woodend Region Climate Change Action Plan,Macedon Ranges Shire,VIC,Macedon ,,139,24/03/21
https://www.mrsc.vic.gov.au/files/assets/public/live-amp-work/environment/annual-environment-report-2019-20.pdf,1,2020,,"Annual Environment
Report 2019/20",Macedon Ranges Shire,VIC,Macedon ,,140,24/03/21
https://www.mrsc.vic.gov.au/files/assets/public/strategies-amp-plans/environment-strategy-2021.pdf,1,2021,,"Environment Strategy
Refreshed 2021",Macedon Ranges Shire,VIC,Macedon ,,141,24/03/21
https://www.mrsc.vic.gov.au/files/assets/public/live-amp-work/environment/annual-environmental-report-2016-2017.pdf,1,2016,2017,Annual Environment Report 2016–2017,Macedon Ranges Shire,VIC,Macedon ,,142,24/03/21
https://www.mrsc.vic.gov.au/files/assets/public/live-amp-work/environment/annual-environment-report-2020-21-d21-124241.pdf,1,2020,2021,"Annual Environment
Report 2020/21",Macedon Ranges Shire,VIC,Macedon ,,143,24/03/21
https://www.mrsc.vic.gov.au/files/assets/public/live-amp-work/environment/2018-annual-environmental-report.pdf,1,2018,2019,Annual Environment Report 2018–2019,Macedon Ranges Shire,VIC,Macedon ,,144,24/03/21
https://www.mrsc.vic.gov.au/files/assets/public/strategies-amp-plans/climate-change-action-plan-draft.pdf,1,2017,,Climate Change Action Plan,Macedon Ranges Shire Council,VIC,Macedon ,,145,24/03/21
http://www.melbourne.vic.gov.au/sitecollectiondocuments/climate-change-mitigation-strategy-2050.pdf,1,2018,,CLIMATE CHANGE MITIGATION STRATEGY TO 2050 MELBOURNE TOGETHER FOR 1.5°C,Melbourne City,VIC,Melbourne ,,146,16/07/19
https://mvcc.vic.gov.au/wp-content/uploads/2020/09/20-101200-MV2040-Action-Plan-Green-Designed-version-Endorsed-28-July-20202-1.pdf,1,,2040,"MV2040 Action Plan
Green",Moonee Valley City,VIC,Moonee ,,147,08/10/19
https://www.mornpen.vic.gov.au/files/assets/public/new-website-documents/your-property/environment/climate-change/docs/climate-emergency-ensuring-our-future-2020-summary.pdf,1,2020,2030,"Our Climate Emergency Response
From 2020 to 2030
A snapshot of the full response, Ensuring Our Future",Mornington Peninsula Shire,VIC,Mornington ,,148,
https://www.mornpen.vic.gov.au/files/assets/public/new-website-documents/about-us/strategies-amp-plans/docs/climate-emergency-plan-progress-report-2021.pdf,1,2021,,Climate Emergency Plan progress report,Mornington Peninsula Shire,VIC,Mornington ,,149,
https://www.mornpen.vic.gov.au/files/assets/public/new-website-documents/your-property/environment/climate-change/docs/climate-emergency-ensuring-our-future-2020-full.pdf,1,2020,2030,"Our Climate Emergency Response From 2020 to 2030 A place where people and nature thrive, Ensuring our future",Mornington Peninsula Shire,VIC,Mornington ,,150,
https://www.nillumbik.vic.gov.au/files/assets/public/explore/climate-and-sustainability/climate-action-plan-2022-2032.pdf,1,2022,2032,Climate Action Plan,Nillumbik Shire,VIC,Nillumbik ,,151,26/04/22
https://www.nillumbik.vic.gov.au/files/assets/public/environment/publications/climate-change-action-plan-2016-2020-web.pdf,1,2016,2020,Climate Change Action Plan 2016- 2020,Nillumbik Shire,VIC,Nillumbik ,deleted,152,
https://www.portphillip.vic.gov.au/media/bfilneag/climate_adaptation_plan_web.pdf,1,2010,,CLIMATE ADAPTATION PLAN CLIMATE ADEPT CITY,Port Phillip Council,VIC,PortPhillip,,153,18/09/19
https://www.stonnington.vic.gov.au/files/assets/public/about/corporate-documents/major-plans-and-strategies/sustainable-environment-strategy-2018-2023.pdf,1,2018,2023,"Sustainable
Environment
Strategy
2018-2023",Stonnington City,VIC,Stonnington ,,154,17/02/20
https://www.surfcoast.vic.gov.au/files/assets/public/have-your-say/climate-emergency-quarterly-update-october-–-december-2021.pdf,1,2021,2031,"Climate Emergency Corporate
Response Plan 2021-2031",Surf Coast Shire,VIC,SurfCoast,,155,27/08/19
https://environmentsurfcoast.com.au/wp-content/uploads/2021/07/Surf-Coast-Shire-Council-Climate-Emergency-Response-Plan-2021-2031-Final-6.pdf,1,2021,2031,Climate Emergency Corporate Response Plan 2021-2031,Surf Coast Shire,VIC,SurfCoast,,156,27/08/19
https://environmentsurfcoast.com.au/wp-content/uploads/2021/03/SCS-Community-Emissions-Profile.pdf,1,,,climate emergency,Surf Coast Shire,VIC,SurfCoast,,157,27/08/19
https://assets-global.website-files.com/6021ed7c89cc1c1c01fccf29/612e0332c0a527fb3d7235dd_Building%20Resilience%20Booklet.pdf,1,,,Building Resilience,Wellington Shire,VIC,Wellington ,,158,
https://www.wodonga.vic.gov.au/Portals/0/Downloads/Wodonga_Climate_Change_Adaptation_Action_Plan-1.pdf,1,2017,2021,Climate change adaptation action plan (2017-2021),Wodonga City,VIC,Wodonga ,,159,
https://www.stonnington.vic.gov.au/files/assets/public/community/sustainability/climate-emergency-action-plan-2021-2024.pdf,1,2021,2024,Towards Zero Carbon 2030: Our Climate Emergency Action Plan 2021-2024,Stonnington City,VIC,Stonnington ,,160,17/02/20
https://www.mrsc.vic.gov.au/files/assets/public/live-amp-work/environment/cool-changes-romsey-and-lancefield-final-version-of-plan-sept-2021-d21-112772.pdf,1,,,Cool Changes Lancefield and Romsey,,VIC,,not LGA,161,
https://www.stonnington.vic.gov.au/files/assets/public/community/sustainability/sustainability-snapshot-2018_2019.pdf,1,2018,2019,Sustainability Snapshot 2018-19,,VIC,Stonnington ,,162,17/02/20
https://www.climatechange.vic.gov.au/__data/assets/pdf_file/0042/549798/Grampians_Regional_Climate_Adaptation_Strategy.pdf,1,2021,2025,"Grampians
Region
Climate Adaptation Strategy 2021–2025",,VIC,,not LGA,163,
https://www.banyule.vic.gov.au/files/assets/public/_operating-images-amp-docs/documents/corporate-emissions-reduction-plan.pdf,1,2020,2023,Actions for zero net emissions,Banyule City,VIC,Banyule ,,164,07/10/19
https://www.banyule.vic.gov.au/files/assets/public/about-us/documents-reports-plans/energy-saving-plan.pdf,1,2014,2017,Banyule Planet: The Energy Saving Plan,Banyule City,VIC,Banyule ,,165,07/10/19
https://www.benalla.vic.gov.au/files/assets/public/all-pdfs/information-final-climate-chanage-adaptation-action-plan-final-15112012.pdf,1,2013,2025,Climate Change Adaptation Action Plan,Benalla Rural City,VIC,Benalla ,deleted,166,
https://www.buloke.vic.gov.au/ArticleDocuments/1213/Buloke%20Shire%20Climate%20Action%20Plan.pdf.aspx,1,2021,,Buloke Shire Climate Action Plan,Buloke Shire,VIC,Buloke ,,167,
https://www.casey.vic.gov.au/sites/default/files-public/user-files/Waste%20%26%20environment/Guides/Climate_Change_booklet.pdf,1,2010,,Climate Change in the City of Casey,Casey City,VIC,Casey ,,168,
https://www.casey.vic.gov.au/sites/default/files/2018-10/Emissions-Management-Plan-2018-22-Attachment-A.pdf,1,2018,2022,Emissions Management Plan,Casey City,VIC,Casey ,,169,
https://www.gannawarra.vic.gov.au/files/assets/public/document-resources/council-policies/146-climate-change.pdf,1,2021,,Climate Change Policy,Gannawarra Shire,VIC,Gannawarra ,,170,
https://www.glenelg.vic.gov.au/files/assets/public/our-services/planning-and-building/planning-documents/current-amendments-and-projects/strategic-team-docs-for-reference/gsc_environment_strategy_2010_2020.pdf,1,2010,2020,ENVIRONMENT STRATEGY,Glenelg Shire,VIC,Glenelg ,,171,
https://www.bendigo.vic.gov.au/sites/default/files/2021-10/Climate%20Change%20and%20Environment%20Strategy%202021-26.pdf,1,2021,2026,Climate Change & Environment Strategy,Greater Bendigo City,VIC,Greater ,,172,
https://www.hindmarsh.vic.gov.au/files/assets/public/council/council-resources/policies-and-procedures/climate-change-adaptation-strategy-2012.pdf,1,2012,,Climate Change Adaptation,Hindmarsh Shire,VIC,Hindmarsh ,,173,
https://www.hobsonsbay.vic.gov.au/files/assets/public/documents/community/sustainability-amp-environment/environmentally-sustainable-development-policy/climate-change-adaptation-plan-background-report-2018.pdf,1,2018,2030,Climate Change Adaptation Plan Refresh 2030,Hobsons Bay City,VIC,Hobsons ,,174,08/10/19
https://www.hobsonsbay.vic.gov.au/files/assets/public/documents/council/policies/climate-change-adaptation-plan-15-april-2013.pdf,1,2013,2018,Climate Change Adaptation Plan,Hobsons Bay City,VIC,Hobsons ,,175,08/10/19
https://www.hobsonsbay.vic.gov.au/files/assets/public/documents/council/policies/climate-change-policy.pdf,1,2013,,Climate Change Policy,Hobsons Bay City,VIC,Hobsons ,,176,08/10/19
https://www.hume.vic.gov.au/files/sharedassets/public/residents/health-waste-and-environment/hume_greenhouse_action_plan_2018-2022.pdf,1,2018,2022,Greenhouse Action Plan,Hume City,VIC,Hume ,,177,
https://www.indigoshire.vic.gov.au/files/assets/public/council-documents/strategies-plans-and-policies/climate-emergency-strategic-action-plan.pdf,1,2020,,Climate Emergency Strategic Action Plan,Indigo Shire,VIC,Indigo ,,178,30/07/19
https://www.latrobe.vic.gov.au/sites/default/files/140407_PLCLCEF_Consolidated_Progress_and_Achievements_elecvers-small.pdf,1,2014,,Positioning Latrobe City for a Low Carbon Emissions Future,Latrobe City,VIC,Latrobe ,,179,
https://www.latrobe.vic.gov.au/sites/default/files/Positioning_Latrobe_City_for_a_Low_Carbon_Emissions_Future_Policy.pdf,1,2010,,Positioning Latrobe City for a Low Carbon Emissions Future,Latrobe City,VIC,Latrobe ,,180,
https://www.manningham.vic.gov.au/sites/default/files/uploads/annual_environment_report_-_digital_version_-_28_may_2020.pdf,1,2018,,RESILIENT MANNINGHAM: Annual Environmnet Report,Manningham City,VIC,Manningham ,,181,28/01/20
https://www.mansfield.vic.gov.au/sites/default/files/13.2.4%20-%20Attachment%201%20-%20Climate%20Action%20Plan%20Background%20Paper.pdf,1,2021,,Climate Action Plan Background Paper (Draft),Mansfield Shire,VIC,Mansfield ,not found,182,
https://www.maribyrnong.vic.gov.au/files/assets/public/council-strategies-and-policies/climate-emergency-action-plan-2021-2025.pdf,1,2021,2025,Climate Emergency Action Plan,Maribyrnong City ,VIC,Maribyrnong ,,183,19/02/19
https://www.maribyrnong.vic.gov.au/files/content/public/residents/our-environment/climate-emergency/climate-emergency-strategy-2020.pdf,1,2021,2025,Climate Emergency Strategy,Maribyrnong City ,VIC,Maribyrnong ,,184,19/02/19
https://www.maroondah.vic.gov.au/files/assets/public/documents/policies/climate-change-risk-and-adaptation-strategy-1.pdf,1,2018,2022,Climate Change Risk and Adaptation Strategy,Maroondah City ,VIC,Maroondah ,,185,
https://www.moira.vic.gov.au/files/sharedassets/public/01-residents/environment/ess_focus4.pdf,1,,,Focus Area 4: Climate Change Adaptation and Mitigation,Moira Shire,VIC,Moira ,,186,
https://www.moira.vic.gov.au/files/sharedassets/public/your-council/preparing_for_climate_change_in_the_moira_shire.pdf,1,2010,,Preparing for climate change in the Moira Shire,Moira Shire,VIC,Moira ,,187,
https://www.moira.vic.gov.au/files/sharedassets/public/01-residents/environment/d18-47934-final-moira-corporate-emissions-reduction-plan-2018-21-print2.pdf,1,2018,2021,Corporate Emissions Reduction Plan,Moira Shire,VIC,Moira ,,188,
https://www.moreland.vic.gov.au/globalassets/areas/esd/zero-carbon-moreland---action-plan-2020---2025---draft-for-consultation.pdf,1,2020,2025,Zero Carbon Moreland - Action Plan (Draft for Consultation),Moreland City,VIC,Moreland ,not found,189,
https://www.moreland.vic.gov.au/globalassets/key-docs/zero-carbon-moreland---climate-emergency-action-plan-2020-21----2024-25_.pdf,1,2020,2025,Zero Carbon Moreland - Climate Emergency Action Plan,Moreland City,VIC,Moreland ,superceded,190,
https://www.mornpen.vic.gov.au/files/assets/public/new-website-documents/about-us/strategies-amp-plans/docs/climate-change-community-engagement-strategy.pdf,1,2018,,Climate Change Community Engagement Strategy,Mornington Peninsula Shire,VIC,Mornington ,,191,
https://www.mornpen.vic.gov.au/files/assets/public/climate-emergency-plan-progress-report-2021.pdf,1,2021,,Climate Emergency Plan Progress Report,Mornington Peninsula Shire,VIC,Mornington ,deleted,192,
https://www.mountalexander.vic.gov.au/files/Environment/Climate_Change_Action_Plan_Mount_Alexander_Shire_Council_2016.pdf,1,2016,2020,Climate Change Action Plan,Mount Alexander Shire,VIC,MountAlexander,,193,17/12/19
https://www.mountalexander.vic.gov.au/Files/Policies/Roadmap_to_Carbon_Neutrality_-_2020.pdf,1,2020,2025,Roadmap to Carbon Neutrality,Mount Alexander Shire,VIC,MountAlexander,,194,17/12/19
https://www.nillumbik.vic.gov.au/files/assets/public/environment/publications/climate-change-action-plan-2016-2020-web.pdf,1,2016,2020,Climate Change Action Plan,Nillumbik Shire,VIC,Nillumbik ,,195,26/04/22
https://www.portphillip.vic.gov.au/media/4wvitfaq/greenhouse-plan-full-final.pdf,1,,,GREENHOUSE PLAN LOW CARBON CITY,Port Phillip City,VIC,PortPhillip,,196,18/09/19
https://www.pyrenees.vic.gov.au/files/assets/public/emergencies/pyrenees-heatwave-plan-2020-ver-3.pdf,1,2020,,Heatwave Plan,Pyrenees Shire,VIC,Pyrenees ,,197,
https://www.sthgrampians.vic.gov.au/files/Climate_Adaptation_Plan_2017-_2027_FINAL.pdf,1,2017,2027,Climate Change Adaptation Plan,Southern Grampians Shire,VIC,Southern ,,198,
https://www.warrnambool.vic.gov.au/sites/warrnambool.vic.gov.au/files/documents/warrnambool/environment/adaptable/Climate_Change_Action_Plan.pdf,1,,,Climate Change Action Plan,Warrnambool City,VIC,Warrnambool ,,199,07/10/19
https://www.whittlesea.vic.gov.au/media/3542/climate-ready-whittlesea-final.pdf,1,2015,,Climate Ready Whittlesea,Whittlesea City,VIC,Whittlesea ,,200,
https://www.wodonga.vic.gov.au/Portals/0/Climate_Change_Policy-1.pdf,1,2017,,Climate Change Policy,Wodonga City,VIC,Wodonga ,,201,
https://www.wodonga.vic.gov.au/Portals/0/Downloads/Wodonga_Climate_Change_Adaptation_Action_Plan-1.pdf,1,2017,2021,Climate change adaptation action plan,Wodonga City,VIC,Wodonga ,deleted,202,
https://www.wyndham.vic.gov.au/sites/default/files/2016-07/Climate%20Change%20Strategy.pdf,1,2016,2020,Climate Change Adaptation Strategy,Wyndham City,VIC,Wyndham ,,203,
https://www.yarracity.vic.gov.au/-/media/files/ycc/services/take-climate-action/climateemergency_booklet_web-(003).pdf,1,2020,2024,YARRA CLIMATE EMERGENCY PLAN,Yarra City,VIC,Yarra ,,204,07/02/17
https://www.yarracity.vic.gov.au/-/media/files/ycc/about-us/strategies/coy_climate-emergency-plan_web.pdf?la=en,1,2020,2024,Yarra Climate Emergency Plan,Yarra City ,VIC,Yarra ,,205,07/02/17
https://www.yarraranges.vic.gov.au/files/assets/public/webdocuments/environment/environment-other/liveable_climate_plan_2020-2030_final-singles.pdf,1,2020,2030,Liveable Climate Plan,Yarra Ranges Shire,VIC,YarraRanges,,206,10/09/19
https://www.yarraranges.vic.gov.au/files/assets/public/webdocuments/council/policies-strategies/adapting_to_a_changing_climate_and_energy_future_plan.pdf,1,,2020,Adapting to a changing climate and energy future,Yarra Ranges Shire,VIC,YarraRanges,,207,10/09/19
https://www.yarraranges.vic.gov.au/files/assets/public/webdocuments/environment/environment-other/liveable_climate_action_plan_final-singles.pdf,1,2020,2030,Liveable Climate,Yarra Ranges Shire,VIC,YarraRanges,,208,10/09/19
https://www.albany.wa.gov.au/Profiles/albany/Assets/ClientData/city-of-albany-climate-change-action-declaration.pdf,1,2020,,Climate Change Action Declaration,City of Albany,WA,Albany,no text,209,
https://www.armadale.wa.gov.au/sites/default/files/assets/documents/docs/Environmental_Management/Corporate_Greenhouse_Action_Plan_2014_15_to_2019_20.pdf,1,2014,2020,Corporate Greenhouse Action Plan,City of Armadale,WA,Armadale,,210,
https://www.bayswater.wa.gov.au/CityOfBayswater/media/AlykaTest/Local-Climate-Change-Adaptation-Action-Plan.pdf,1,2013,,City of Bayswater Local Climate Change Adaptation Action Plan,City of Bayswater,WA,Bayswater,,211,
https://www.bayswater.wa.gov.au/CityOfBayswater/media/AlykaTest/Local-Climate-Change-Adaptation-Action-Plan.pdf,1,2013,,Local Climate Change Adaptation Action Plan,City of Bayswater,WA,Bayswater,duplicate,212,
https://www.bayswater.wa.gov.au/getattachment/Environment-and-Sustainability/Climate-Change/FINAL-City-of-Bayswater-Emission-Reduction-and-Renewable-Energy-Plan.pdf?lang=en-AU,1,2021,,EMISSION REDUCTION AND RENEWABLE ENERGY PLAN,City of Bayswater,WA,Bayswater,,213,
https://www.cockburn.wa.gov.au/getattachment/f23a1e70-3b8e-43bf-b477-d89c8236594b/ECM_9470843_v2_City-of-Cockburn-Climate-Change-Engagement-Report-V3-Final-Summary-pdf.aspx,1,2020,,"Our Sustainable &
Climate Resilient Future
Engagement Outcomes",City of Cockburn,WA,Cockburn,,214,
https://www.cockburn.wa.gov.au/getattachment/16c91179-124e-41f7-8cc8-1ed7162daca5/ECM_8016785_v1_City-of-Cockburn-Coastal-Adaptation-Plan-pdf.aspx,1,2018,,"City of Cockburn
Coastal Adaptation Plan",City of Cockburn,WA,Cockburn,,215,
https://www.cockburn.wa.gov.au/getattachment/57a5e9c1-ad05-49a4-be84-a742b4d24c46/ECM_9832294_v6_Climate-Change-Strategy-2020-2030-pdf.aspx,1,2020,2030,"City of Cockburn
Climate Change Strategy
2020–2030",City of Cockburn,WA,Cockburn,,216,
https://www.fremantle.wa.gov.au/sites/default/files/170920_CoF_Corporate%20Energy%20Plan_FINAL.pdf,1,2017,,"CORPORATE ENERGY PLAN
City of Fremantle",City of Fremantle,WA,Fremantle,,217,22/05/19
https://www.fremantle.wa.gov.au/sites/default/files/South%20Fremantle%20Coastal%20Adaption%20Plan.pdf,1,2016,,South Fremantle Coast Coastal Adaptation Plan ,City of Fremantle,WA,Fremantle,,218,22/05/19
https://www.fremantle.wa.gov.au/sites/default/files/APPROVED%20One%20Planet%20Fremantle%20Framework%202020-2030%20FINAL.pdf,1,2020,2030,One Planet Fremantle Framework,City of Fremantle,WA,Fremantle,,219,22/05/19
https://www.fremantle.wa.gov.au/sites/default/files/One%20Planet%20Action%20Plan%202020%20-%202025.pdf,1,2020,2025,One Planet Actio Plan,City of Fremantle,WA,Fremantle,,220,22/05/19
https://www.fremantle.wa.gov.au/sites/default/files/sharepointdocs/Climate%20change%20adaptation%20plan-C-000485.pdf,1,,,Climate Change Adaptation Plan,City of Fremantle,WA,Fremantle,,221,22/05/19
https://www.fremantle.wa.gov.au/sites/default/files/Climate%20Change%20Adaption%20Plan%20-%202020%20Update%20PDFv2.pdf,1,2020,,Climate Change Adaptation Plan,City of Fremantle,WA,Fremantle,,222,22/05/19
https://www.cgg.wa.gov.au/council-meetings/ordinary-council-meeting/23-november-2021/178/documents/22-is252-attachment-achieving-net-zero-corporate-climate-change-mitigation-plan.pdf,1,2021,,Achieving Net Zero Corporate Climate Change Mitigation Plan,City of Greater Geraldton,WA,Geraldton,,223,
http://staging.joondalup.wa.gov.au/wp-content/uploads/2018/01/Climate-Change-Strategy-2014-2019.pdf,1,2014,2019,Climate Change Strategy,City of Joondalup,WA,Joondalup,,224,
https://www.joondalup.wa.gov.au/files/councilmeetings/2003/Attach3brf091203.pdf,1,2003,,Greenhouse Gas Emission Reduction Action Plan,City of Joondalup,WA,Joondalup,,225,
https://www.joondalup.wa.gov.au/wp-content/uploads/2020/06/Think-Green-Living-Guide.pdf,1,,,THINK GREEN LIVING GUIDE,City of Joondalup,WA,Joondalup,,226,
https://karratha.wa.gov.au/sites/default/files/uploads/City%20of%20Karratha%20Renewable%20Hydrogen%20Study%20-%20Final%20Report.pdf,1,2020,,The Renewable Hydrogen Industry Hub Seizing today's opportunities,City of Karratha,WA,Karratha,,227,
https://www.kwinana.wa.gov.au/cityofkwinana/media/city-life/eh0086-climate-change-plan-2021-2026_spreads.pdf,1,2021,2026,Climate Change Plan,City of Kwinana,WA,Kwinana,,228,
https://dwer.wa.gov.au/sites/default/files/Waterwise%20Perth%20Action%20Plan.pdf,1,2019,,Waterwise Perth,City of Perth,WA,Perth,,229,
https://southperth.wa.gov.au/docs/default-source/5-future/our-environment/climate-change/climate-change-strategy-2010-2015.pdf,1,2010,2015,CLIMATE CHANGE STRATEGY,City of South Perth,WA,SouthPerth,,230,
https://www.vincent.wa.gov.au/Profiles/vincent/Assets/ClientData/Documents/Environment/0631_-_Sustainable_Environment_Strategy_v5.pdf,1,2019,2024,SUSTAINABLE  ENVIRONMENT  STRATEGY,City of Vincent,WA,Vincent,,231,04/04/18
https://www.wanneroo.wa.gov.au/download/downloads/id/2288/climate_change_adaptation_and_mitigation_strategy_202021_-_202526.pdf,1,2020,2026,CLIMATE CHANGE ADAPTATION  AND MITIGATION STRATEGY,City of Wanneroo,WA,Wanneroo,,232,
https://www.wanneroo.wa.gov.au/consultations/downloads/56d00276c0393.pdf,1,2016,2020,Climate Change Adaptation and Mitigation Strategy,City of Wanneroo,WA,Wanneroo,,233,
